what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329314077563
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1329314080997
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329314081179
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1329314091395
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1329314093341
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329314100764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329314209533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329314230824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329314267323
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1329314267388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329314276923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329314278197
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329314278304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329314279054
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329316101235
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1329316102049
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329316104852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329316967492
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1329316982833
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329316983105
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1329317007930
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329317009911
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329317024773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329317025898
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329317043001
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1329317052519
